Date,Grid_Load_MWh,Residual_Load_MWh,Grid_Load_Scaled,Temperature_F,Humidity_Percent,WindSpeed_kmh,Precipitation_mm,SolarRadiation_Wm2,Month,DayOfWeek,IsWeekend,TempSquared
2015-11-21,1314882.25,1090205.0,0.520523849071941,40.9,87.7,11.1,0.114,34.8,11,5,True,1672.81
2015-11-22,1231515.75,914377.25,0.4241273638698042,34.6,90.2,11.9,0.132,41.5,11,6,True,1197.16
2015-11-23,1543575.5,1362203.75,0.7849613088363974,32.8,94.8,9.4,0.005,28.3,11,0,False,1075.84
2015-11-24,1613177.5,1172225.0,0.8654419355034533,33.8,83.8,12.2,0.0,48.3,11,1,False,1142.4399999999998
2015-11-25,1601158.25,1405858.5,0.851544105382652,37.5,80.6,10.4,0.0,16.0,11,2,False,1406.25
2015-11-26,1579375.0,1457803.0,0.8263561853394759,40.0,90.0,8.0,0.0,18.1,11,3,False,1600.0
2015-11-27,1554779.0,1283706.5,0.7979158891769675,35.3,95.9,8.5,0.0,19.3,11,4,False,1246.0899999999997
2015-11-28,1359668.75,859872.75,0.5723103722497822,33.3,92.9,10.6,0.101,14.4,11,5,True,1108.89
2015-11-29,1271987.25,567790.5,0.4709244628347155,41.5,87.6,17.0,0.129,17.6,11,6,True,1722.25
2015-11-30,1560671.5,948509.5,0.8047293728790972,43.1,77.7,21.3,0.497,39.4,11,0,False,1857.61
2015-12-01,1573020.25,1145817.5,0.8190082030643622,42.3,87.1,18.5,0.196,32.1,12,1,False,1789.2899999999995
2015-12-02,1564814.25,1206481.75,0.8095196248276755,48.3,86.0,13.5,0.114,23.1,12,2,False,2332.89
2015-12-03,1546209.0,1237068.25,0.7880064186080662,47.3,74.4,9.8,0.0,36.1,12,3,False,2237.2899999999995
2015-12-04,1543396.5,1019246.5,0.784754331563138,44.1,82.9,13.1,0.016,11.1,12,4,False,1944.81
2015-12-05,1327450.0,711818.5,0.5350559084351043,44.0,75.1,17.4,0.0,33.2,12,5,True,1936.0
2015-12-06,1228762.5,588414.5,0.4209437874586226,47.3,70.4,14.4,0.0,37.6,12,6,True,2237.2899999999995
2015-12-07,1511653.25,1349107.25,0.7480496872648559,51.6,83.9,10.9,0.0,7.6,12,0,False,2662.56
2015-12-08,1559995.25,1307464.5,0.8039474266162945,47.7,90.0,7.8,0.0,28.6,12,1,False,2275.2900000000004
2015-12-09,1561420.5,1260614.5,0.8055954397934622,43.3,90.6,12.0,0.031,15.7,12,2,False,1874.89
2015-12-10,1583296.0,1164777.75,0.8308900282917118,37.7,86.8,11.0,0.0,37.0,12,3,False,1421.2900000000002
2015-12-11,1572780.75,1037743.75,0.8187312697853362,39.1,83.5,13.9,0.027,6.0,12,4,False,1528.8100000000002
2015-12-12,1319755.5,873528.0,0.5261587764289888,41.5,83.2,17.4,0.083,26.7,12,5,True,1722.25
2015-12-13,1224080.0,890231.0,0.4155294238718221,41.5,89.3,27.0,0.367,14.4,12,6,True,1722.25
2015-12-14,1530778.75,1396875.0,0.7701644573191759,33.3,97.6,8.5,0.0,19.1,12,0,False,1108.89
2015-12-15,1546101.0,1446142.0,0.7878815384655409,41.2,91.4,7.3,0.0,10.4,12,1,False,1697.4400000000005
2015-12-16,1544798.75,1287309.0,0.7863757498951383,42.1,92.2,9.2,0.0,17.2,12,2,False,1772.41
2015-12-17,1491738.5,1132138.25,0.7250223093171282,50.7,94.1,9.2,0.04,5.1,12,3,False,2570.49
2015-12-18,1451211.25,1105766.75,0.6781607467601263,52.0,91.8,11.2,0.11,11.4,12,4,False,2704.0
2015-12-19,1250281.75,907751.25,0.4458264449311815,48.6,88.1,9.6,0.0,26.9,12,5,True,2361.96
2015-12-20,1162253.5,761502.25,0.3440395893177757,48.7,85.9,10.9,0.0,26.0,12,6,True,2371.69
2015-12-21,1388590.75,807311.25,0.6057528118989961,49.3,87.4,18.0,0.112,17.2,12,0,False,2430.49
2015-12-22,1371253.25,701271.0,0.5857055019820385,52.5,76.3,22.0,0.016,7.1,12,1,False,2756.25
2015-12-23,1313767.5,718573.0,0.5192348663045334,52.9,67.1,17.1,0.0,21.2,12,2,False,2798.41
2015-12-24,1121023.0,645366.0,0.2963648604623397,44.2,87.0,10.9,0.028,24.0,12,3,False,1953.6400000000003
2015-12-25,1035062.0,583678.75,0.1969683610955572,48.8,76.0,12.7,0.001,35.1,12,4,False,2381.44
2015-12-26,1041610.5,384972.25,0.204540376033766,55.0,74.7,15.7,0.002,22.7,12,5,True,3025.0
2015-12-27,1067574.5,576290.75,0.2345624873349276,51.0,77.9,13.7,0.001,25.7,12,6,True,2601.0
2015-12-28,1211307.25,970961.25,0.400760323497384,45.3,84.4,10.5,0.018,28.2,12,0,False,2052.09
2015-12-29,1223232.75,877723.25,0.4145497507166877,40.0,79.2,14.5,0.0,23.4,12,1,False,1600.0
2015-12-30,1230753.5,896634.5,0.4232459760120277,33.2,76.7,12.8,0.0,29.6,12,2,False,1102.2400000000002
2015-12-31,1164582.5,825332.25,0.3467326064653802,31.8,64.2,13.7,0.017,39.4,12,3,False,1011.24
2016-01-01,1056996.25,930884.5,0.2223308820787455,34.9,98.5,6.7,0.021,26.5,1,4,False,1218.01
2016-01-02,1194341.5,778859.75,0.3811428672191648,26.0,86.0,19.2,0.0,17.9,1,5,True,676.0
2016-01-03,1179005.75,745832.75,0.3634101760549841,14.5,75.9,16.9,0.0,39.1,1,6,True,210.25
2016-01-04,1443721.0,1136337.25,0.6694997885420735,15.2,73.8,13.9,0.0,28.2,1,0,False,231.04
2016-01-05,1496659.0,1260735.0,0.7307118717365306,16.9,79.1,12.6,0.038,20.4,1,1,False,285.61
2016-01-06,1446303.75,1267195.5,0.6724862162097316,17.7,86.8,10.1,0.103,14.8,1,2,False,313.29
2016-01-07,1538899.0,1212183.75,0.7795538830352928,21.5,88.9,13.2,0.0,18.6,1,3,False,462.25
2016-01-08,1519486.75,996030.0,0.7571075446395921,36.9,81.7,16.6,0.174,33.1,1,4,False,1361.61
2016-01-09,1300208.25,1073913.5,0.5035563378551315,33.5,85.8,8.2,0.0,42.8,1,5,True,1122.25
2016-01-10,1217998.25,845852.25,0.4084971108458692,32.4,96.5,9.1,0.082,13.7,1,6,True,1049.76
2016-01-11,1545820.75,1333480.25,0.787557486058664,36.0,98.9,7.5,0.07,14.6,1,0,False,1296.0
2016-01-12,1570874.0,1252203.0,0.8165264993060768,37.0,97.9,8.1,0.328,7.3,1,1,False,1369.0
2016-01-13,1584378.0,1225695.75,0.8321411423121963,36.6,94.0,18.9,0.087,20.8,1,2,False,1339.5600000000002
2016-01-14,1571944.5,1289695.0,0.8177643159039776,35.1,88.3,9.2,0.022,30.0,1,3,False,1232.01
2016-01-15,1573183.0,1404194.75,0.819196390501362,31.4,94.9,10.1,0.016,28.2,1,4,False,985.96
2016-01-16,1352447.75,1209138.0,0.5639607471648305,31.6,88.0,9.2,0.021,23.7,1,5,True,998.56
2016-01-17,1264881.25,1144777.25,0.4627078119756009,29.8,92.9,7.9,0.113,31.9,1,6,True,888.0400000000001
2016-01-18,1601320.75,1494947.25,0.8517320037452478,24.9,87.3,8.0,0.004,41.8,1,0,False,620.0099999999999
2016-01-19,1645530.0,1453867.0,0.9028510541242678,20.4,84.6,9.2,0.0,54.1,1,1,False,416.16
2016-01-20,1635927.25,1503217.0,0.8917474171924689,28.3,85.4,10.5,0.007,33.9,1,2,False,800.89
2016-01-21,1626742.25,1561784.75,0.8811268235897431,26.2,81.2,10.6,0.0,36.7,1,3,False,686.4399999999999
2016-01-22,1618786.75,1385489.75,0.8719278979058582,19.9,83.7,10.0,0.0,56.4,1,4,False,396.00999999999993
2016-01-23,1387336.25,1091998.25,0.6043022365397561,28.7,91.4,10.4,0.126,13.6,1,5,True,823.6899999999999
2016-01-24,1257062.5,978540.75,0.4536670099907005,38.5,95.7,9.8,0.012,24.7,1,6,True,1482.25
2016-01-25,1529881.5,1185746.0,0.7691269692832428,45.4,99.1,10.5,0.102,8.7,1,0,False,2061.16
2016-01-26,1558803.5,1032968.5,0.8025694089324569,47.6,85.8,12.6,0.0,27.3,1,1,False,2265.76
2016-01-27,1571806.75,882138.5,0.817605035907377,50.1,75.1,14.0,0.033,14.9,1,2,False,2510.01
2016-01-28,1550571.5,1033322.25,0.7930507669577549,46.6,67.4,21.1,0.039,46.1,1,3,False,2171.56
2016-01-29,1536184.25,840530.0,0.7764148240823261,41.0,73.0,15.5,0.0,23.8,1,4,False,1681.0
2016-01-30,1345614.25,633548.75,0.5560591874060687,46.0,78.8,19.4,0.22,22.5,1,5,True,2116.0
2016-01-31,1229194.5,706491.25,0.4214433080287234,39.6,74.1,17.1,0.0,56.3,1,6,True,1568.16
2016-02-01,1539382.5,972226.5,0.7801129529326165,44.9,87.8,19.6,0.092,9.0,2,0,False,2016.01
2016-02-02,1575889.5,848275.75,0.8223259099989968,48.7,74.2,22.9,0.157,36.8,2,1,False,2371.69
2016-02-03,1574476.75,996265.5,0.8206923505420289,42.2,63.7,18.0,0.0,60.6,2,2,False,1780.84
2016-02-04,1574177.5,1180537.25,0.8203463284804486,38.1,87.6,15.1,0.116,31.4,2,3,False,1451.61
2016-02-05,1531236.0,1241425.5,0.7706931744040804,38.1,90.3,11.6,0.021,36.1,2,4,False,1451.61
2016-02-06,1301268.0,832058.25,0.5047817242536605,45.8,82.5,11.1,0.017,58.5,2,5,True,2097.64
2016-02-07,1205885.25,646520.25,0.3944908778235703,44.1,76.0,11.9,0.017,72.1,2,6,True,1944.81
2016-02-08,1505158.0,724910.75,0.7405392451746977,45.8,72.7,18.0,0.032,40.3,2,0,False,2097.64
2016-02-09,1553398.25,908155.5,0.7963193312437107,46.5,69.5,19.0,0.105,55.0,2,1,False,2162.25
2016-02-10,1575404.0,1133759.0,0.8217645275064411,42.0,71.0,23.3,0.028,65.5,2,2,False,1764.0
2016-02-11,1548130.25,1173186.0,0.7902279554027571,39.9,83.2,15.3,0.076,55.2,2,3,False,1592.01
2016-02-12,1527371.5,1371978.25,0.7662246622671469,36.6,81.2,9.2,0.0,58.4,2,4,False,1339.5600000000002
2016-02-13,1333147.5,1125514.75,0.541643914102119,34.2,85.1,12.2,0.0,88.5,2,5,True,1169.64
2016-02-14,1232865.5,914343.5,0.4256880765769659,37.0,95.0,12.1,0.01,25.9,2,6,True,1369.0
2016-02-15,1554765.0,1312989.5,0.7978997010103439,38.4,92.3,14.6,0.001,22.6,2,0,False,1474.56
2016-02-16,1583499.5,1460064.25,0.8311253348565626,32.7,74.2,12.7,0.0,62.1,2,1,False,1069.2900000000002
2016-02-17,1597377.75,1350338.25,0.8471727222454606,31.8,84.8,17.6,0.041,58.0,2,2,False,1011.24
2016-02-18,1560715.5,1414649.75,0.8047802499742001,36.4,84.9,9.2,0.008,71.0,2,3,False,1324.9599999999998
2016-02-19,1559821.0,1413663.75,0.8037459417567108,37.9,76.4,9.9,0.0,74.4,2,4,False,1436.41
2016-02-20,1385359.5,763069.5,0.6020165252273786,37.8,85.6,14.5,0.097,33.0,2,5,True,1428.8399999999997
2016-02-21,1240377.25,579033.25,0.4343738951937621,46.4,91.8,16.7,0.391,42.2,2,6,True,2152.96
2016-02-22,1538585.0,926428.5,0.7791908055838768,45.0,91.7,18.6,0.464,13.8,2,0,False,2025.0
2016-02-23,1558182.75,1221233.25,0.8018516371873408,40.5,81.3,12.9,0.008,72.2,2,1,False,1640.25
2016-02-24,1548715.0,1209954.5,0.7909041004336983,37.7,77.1,16.1,0.002,97.0,2,2,False,1421.2900000000002
2016-02-25,1555622.75,1331709.75,0.7988915152904461,33.6,87.4,8.1,0.063,103.1,2,3,False,1128.96
2016-02-26,1514776.0,1342580.25,0.7516605156451404,35.2,83.2,9.2,0.019,70.7,2,4,False,1239.0400000000002
2016-02-27,1294879.5,1072076.25,0.4973947169340074,33.9,75.2,11.5,0.0,104.0,2,5,True,1149.2099999999998
2016-02-28,1208862.25,952751.25,0.3979331758263262,37.0,73.9,9.9,0.0,98.0,2,6,True,1369.0
2016-02-29,1518861.5,1224507.75,0.7563845695552041,34.2,73.5,16.4,0.0,95.4,2,0,False,1169.64
2016-03-01,1582560.75,1299201.5,0.8300398604695667,34.6,76.0,9.8,0.0,73.3,3,1,False,1197.16
2016-03-02,1567465.0,1163540.75,0.8125846807332198,39.5,83.8,16.0,0.005,44.7,3,2,False,1560.25
2016-03-03,1551639.75,1392336.75,0.7942859818860197,38.8,79.9,5.5,0.0,79.4,3,3,False,1505.4399999999998
2016-03-04,1530989.0,1176803.75,0.7704075688929346,38.6,70.9,10.7,0.0,122.7,3,4,False,1489.96
2016-03-05,1305330.0,1170799.5,0.5094786051697489,41.9,73.2,11.1,0.0,81.7,3,5,True,1755.61
2016-03-06,1209940.25,1044998.75,0.3991796646563468,38.6,93.8,11.9,0.273,28.1,3,6,True,1489.96
2016-03-07,1502170.75,1367418.5,0.7370850951213779,36.8,86.7,9.0,0.014,113.2,3,0,False,1354.2399999999998
2016-03-08,1548290.75,1406326.0,0.7904135411701212,36.2,79.9,8.3,0.0,123.8,3,1,False,1310.4400000000005
2016-03-09,1541114.0,1183373.25,0.7821150822546763,37.2,74.8,12.5,0.0,135.8,3,2,False,1383.84
2016-03-10,1528542.5,1304014.5,0.767578686775453,41.0,80.5,11.6,0.0,71.2,3,3,False,1681.0
2016-03-11,1506180.0,1344140.75,0.7417209813382237,39.1,81.4,10.8,0.0,55.0,3,4,False,1528.8100000000002
2016-03-12,1300580.0,1151343.0,0.5039861914938699,37.3,76.5,11.6,0.0,54.6,3,5,True,1391.2899999999995
2016-03-13,1187959.5,992684.75,0.3737633758340157,35.0,76.8,11.3,0.0,73.9,3,6,True,1225.0
2016-03-14,1475316.0,1248379.75,0.7060330117187872,38.5,72.9,9.3,0.0,136.2,3,0,False,1482.25
2016-03-15,1537672.0,1345756.0,0.778135105860492,40.1,78.2,15.0,0.031,73.3,3,1,False,1608.0100000000002
2016-03-16,1534324.25,1165668.25,0.7742641105166135,40.7,65.3,13.7,0.0,167.2,3,2,False,1656.4900000000002
2016-03-17,1502820.25,1262818.5,0.7378361104229534,41.3,61.5,8.3,0.0,169.7,3,3,False,1705.6899999999998
2016-03-18,1496240.5,1245884.0,0.7302279611842453,40.3,81.8,11.3,0.007,68.9,3,4,False,1624.0899999999997
2016-03-19,1292633.75,1095721.5,0.4947979615629327,42.8,74.9,11.1,0.001,108.1,3,5,True,1831.84
2016-03-20,1195019.75,842006.75,0.3819271260771995,42.0,82.9,12.9,0.037,51.0,3,6,True,1764.0
2016-03-21,1487546.5,1101278.0,0.7201751097109632,42.1,84.8,15.6,0.062,84.2,3,0,False,1772.41
2016-03-22,1509273.75,1253675.25,0.7452982770876446,43.2,83.0,15.0,0.058,102.8,3,1,False,1866.24
2016-03-23,1501967.0,1299527.75,0.7368494994821231,41.6,83.7,11.0,0.012,86.0,3,2,False,1730.5600000000002
2016-03-24,1473992.25,1328164.5,0.704502362749641,39.4,81.7,9.7,0.0,98.1,3,3,False,1552.36
2016-03-25,1193680.5,978353.25,0.3803785544950058,43.0,85.4,9.3,0.135,67.4,3,4,False,1849.0
2016-03-26,1171675.0,811259.75,0.3549336473066793,48.5,73.0,9.7,0.001,170.5,3,5,True,2352.25
2016-03-27,1039634.75,561318.5,0.2022558210190046,48.0,69.0,14.9,0.0,174.4,3,6,True,2304.0
2016-03-28,1119207.75,527735.0,0.294265891214942,50.1,66.1,17.5,0.02,171.5,3,0,False,2510.01
2016-03-29,1420080.25,880327.0,0.6421640456772246,46.0,80.8,20.2,0.251,118.8,3,1,False,2116.0
2016-03-30,1469200.25,1085919.0,0.6989613845738913,45.0,77.5,13.5,0.046,106.5,3,2,False,2025.0
2016-03-31,1458785.0,1259909.75,0.6869182558291129,45.5,70.4,9.2,0.0,107.7,3,3,False,2070.25
2016-04-01,1448453.75,1245752.25,0.6749722560840767,46.8,54.0,8.0,0.0,197.3,4,4,False,2190.24
2016-04-02,1220290.0,905010.75,0.4111470559072787,48.6,48.2,15.0,0.0,212.3,4,5,True,2361.96
2016-04-03,1103710.75,866328.5,0.2763467470601854,54.6,53.5,8.9,0.0,195.2,4,6,True,2981.1600000000003
2016-04-04,1390255.25,1134591.5,0.6076774692807858,58.9,59.8,7.8,0.0,151.0,4,0,False,3469.21
2016-04-05,1436506.5,1215297.5,0.6611576793916256,60.4,65.0,15.4,0.0,198.9,4,1,False,3648.16
2016-04-06,1466539.75,951410.25,0.6958850547665911,53.7,63.3,17.9,0.05,190.7,4,2,False,2883.6900000000005
2016-04-07,1464194.75,990035.0,0.693173536857131,50.7,57.7,14.8,0.0,123.8,4,3,False,2570.49
2016-04-08,1427241.75,1208990.0,0.6504448710540258,46.9,62.0,9.1,0.0,199.4,4,4,False,2199.61
2016-04-09,1202734.5,1025268.5,0.3908476731100387,47.3,62.2,9.3,0.0,167.5,4,5,True,2237.2899999999995
2016-04-10,1094757.75,812193.0,0.265994414504366,46.6,70.7,10.7,0.011,112.0,4,6,True,2171.56
2016-04-11,1399090.75,1000766.5,0.6178939368667282,48.5,70.1,11.1,0.0,125.2,4,0,False,2352.25
2016-04-12,1424561.0,1189540.5,0.6473451262200023,51.2,74.4,7.0,0.003,91.3,4,1,False,2621.4400000000005
2016-04-13,1445908.5,1292832.0,0.6720291895770176,53.8,74.6,9.6,0.004,179.8,4,2,False,2894.44
2016-04-14,1443869.75,1264775.5,0.6696717878124496,48.9,83.7,11.7,0.303,114.4,4,3,False,2391.21
2016-04-15,1426265.25,1142383.5,0.6493157464320269,47.0,86.1,11.9,0.487,119.2,4,4,False,2209.0
2016-04-16,1218591.0,795818.5,0.4091825062577381,50.3,85.1,13.6,0.04,125.7,4,5,True,2530.09
2016-04-17,1103354.25,815570.5,0.2759345269600906,48.7,69.9,12.5,0.05,141.2,4,6,True,2371.69
2016-04-18,1401868.25,1029332.0,0.6211055534950973,46.8,58.8,13.9,0.0,178.7,4,0,False,2190.24
2016-04-19,1433439.5,905156.75,0.6576113146034317,50.7,52.1,22.2,0.001,191.5,4,1,False,2570.49
2016-04-20,1417926.25,1024490.75,0.6396733806124155,48.0,58.7,14.1,0.0,162.9,4,2,False,2304.0
2016-04-21,1408797.5,1104246.5,0.6291178287505885,48.2,61.6,10.9,0.0,264.0,4,3,False,2323.24
2016-04-22,1392434.75,1060816.75,0.610197619934802,48.1,60.3,14.1,0.0,244.4,4,4,False,2313.61
2016-04-23,1207675.75,925430.5,0.3965612287049727,45.1,61.0,12.8,0.001,191.6,4,5,True,2034.01
2016-04-24,1111727.25,792265.5,0.285616206898645,40.6,69.3,16.9,0.011,212.7,4,6,True,1648.36
2016-04-25,1436783.0,1074956.25,0.6614773956824425,41.1,67.6,12.3,0.02,202.9,4,0,False,1689.21
2016-04-26,1473761.25,1106814.75,0.7042352580003508,41.2,73.7,11.8,0.203,177.5,4,1,False,1697.4400000000005
2016-04-27,1494339.5,992174.25,0.7280298394162779,41.0,77.3,17.4,0.104,192.8,4,2,False,1681.0
2016-04-28,1465108.0,1125436.5,0.6942295256549196,41.8,76.4,15.7,0.062,211.9,4,3,False,1747.2399999999998
2016-04-29,1426454.25,968535.25,0.649534286681446,46.9,58.5,13.6,0.0,216.6,4,4,False,2199.61
2016-04-30,1189434.25,882337.0,0.3754686257431741,54.0,47.4,11.2,0.0,226.4,4,5,True,2916.0
2016-05-01,1061586.75,721707.75,0.2276388662848765,55.2,51.9,12.7,0.0,222.6,5,6,True,3047.0400000000004
2016-05-02,1374225.25,1096619.0,0.5891420184967147,55.5,55.9,9.5,0.0,278.4,5,0,False,3080.25
2016-05-03,1442984.0,1093914.25,0.6686475971991002,54.3,64.2,21.5,0.0,178.8,5,1,False,2948.49
2016-05-04,1418535.5,1153991.0,0.6403778549349481,50.6,69.6,15.9,0.034,139.2,5,2,False,2560.36
2016-05-05,1124218.75,776204.75,0.3000600985685902,56.2,53.8,7.4,0.0,255.8,5,3,False,3158.4400000000005
2016-05-06,1255859.5,785966.5,0.4522759839586832,61.9,51.6,11.3,0.0,287.0,5,4,False,3831.61
2016-05-07,1160427.0,631189.0,0.3419276117221983,64.6,45.5,14.0,0.0,288.1,5,5,True,4173.159999999999
2016-05-08,1073956.5,456982.75,0.2419419787200767,64.7,47.5,18.1,0.0,277.2,5,6,True,4186.09
2016-05-09,1395779.25,820092.75,0.6140648573114287,66.0,50.3,16.0,0.0,278.5,5,0,False,4356.0
2016-05-10,1424022.5,998328.0,0.6467224599538002,65.2,52.4,14.2,0.0,298.1,5,1,False,4251.04
2016-05-11,1428687.25,952010.75,0.652116299257917,66.0,50.4,14.1,0.0,265.1,5,2,False,4356.0
2016-05-12,1449162.25,980410.0,0.6757914929449946,65.4,55.3,17.5,0.082,257.3,5,3,False,4277.160000000001
2016-05-13,1401479.25,1052000.0,0.6206557537224833,62.2,54.7,15.3,0.0,287.0,5,4,False,3868.84
2016-05-14,1187984.25,670516.25,0.3737919942000112,51.5,58.1,17.8,0.009,250.0,5,5,True,2652.25
2016-05-15,1054865.5,526038.0,0.219867100933508,47.8,69.3,17.4,0.07,229.9,5,6,True,2284.84
2016-05-16,1074460.75,687958.75,0.2425250417929318,49.3,64.2,16.3,0.004,217.6,5,0,False,2430.49
2016-05-17,1377848.5,1055332.25,0.5933315738337943,49.3,68.6,14.1,0.024,147.4,5,1,False,2430.49
2016-05-18,1421227.25,1183435.75,0.6434903190427474,57.6,59.3,11.3,0.0,178.4,5,2,False,3317.76
2016-05-19,1432925.5,1255003.25,0.6570169776288208,62.7,49.0,8.0,0.0,204.7,5,3,False,3931.29
2016-05-20,1419263.5,1089998.5,0.6412196395993774,63.2,54.3,14.2,0.0,248.0,5,4,False,3994.24
2016-05-21,1187445.5,880445.25,0.3731690388594049,66.0,58.3,8.7,0.0,203.1,5,5,True,4356.0
2016-05-22,1090591.0,684434.75,0.2611764114130044,70.6,49.0,13.1,0.0,291.5,5,6,True,4984.359999999999
2016-05-23,1398614.25,1145240.75,0.6173429610527164,69.9,61.2,14.8,0.006,240.5,5,0,False,4886.010000000001
2016-05-24,1438137.5,1182008.0,0.6630436008032798,61.1,85.5,13.9,0.448,206.4,5,1,False,3733.21
2016-05-25,1413216.5,1282372.75,0.6342275079155799,57.0,87.2,11.3,0.036,115.9,5,2,False,3249.0
2016-05-26,1219604.0,1031934.0,0.4103538357427203,57.3,87.5,8.9,0.078,66.5,5,3,False,3283.2899999999995
2016-05-27,1308596.75,1129907.0,0.5132559404067334,60.8,73.4,5.8,0.001,179.7,5,4,False,3696.64
2016-05-28,1180774.0,944869.25,0.365454799314431,64.6,68.3,11.2,0.0,264.5,5,5,True,4173.159999999999
2016-05-29,1095992.25,813585.0,0.2674218639112864,70.0,68.7,15.2,0.006,259.9,5,6,True,4900.0
2016-05-30,1400425.5,1027080.25,0.6194373051096502,70.4,72.1,13.6,0.522,257.3,5,0,False,4956.160000000001
2016-05-31,1434484.5,1176472.5,0.6588196456121251,67.3,81.7,11.3,0.033,217.0,5,1,False,4529.29
2016-06-01,1420657.25,1152225.0,0.6428312294016418,66.3,87.7,8.0,0.521,134.0,6,2,False,4395.69
2016-06-02,1413640.0,1180032.0,0.6347171999559451,67.7,77.3,11.6,0.079,249.3,6,3,False,4583.29
2016-06-03,1385412.5,1148007.25,0.6020778090010253,70.8,61.9,16.9,0.025,285.1,6,4,False,5012.639999999999
2016-06-04,1171161.5,952094.25,0.3543398884808764,71.5,57.5,10.0,0.0,256.3,6,5,True,5112.25
2016-06-05,1068275.75,849200.25,0.2353733410381298,71.3,64.9,9.7,0.034,288.5,6,6,True,5083.69
2016-06-06,1367203.25,1085494.25,0.5810224966373418,68.2,51.7,9.8,0.0,318.4,6,0,False,4651.240000000001
2016-06-07,1398812.75,1133429.5,0.6175724861294873,66.9,47.4,8.8,0.0,327.2,6,1,False,4475.610000000001
2016-06-08,1402531.5,1084509.5,0.6218724678888925,68.4,54.2,14.2,0.0,308.9,6,2,False,4678.56
2016-06-09,1393012.25,1139405.0,0.6108653818080274,64.8,64.7,9.2,0.0,185.3,6,3,False,4199.04
2016-06-10,1365924.75,991555.75,0.5795441701353186,61.7,59.2,15.8,0.0,271.8,6,4,False,3806.89
2016-06-11,1157344.75,982822.0,0.3383636133953609,62.2,48.0,12.2,0.0,270.2,6,5,True,3868.84
2016-06-12,1073732.5,867338.5,0.2416829680540984,61.7,56.8,12.4,0.002,160.0,6,6,True,3806.89
2016-06-13,1370793.5,1145261.0,0.5851738941530944,58.2,85.8,8.3,0.086,169.1,6,0,False,3387.24
2016-06-14,1399323.0,1194593.0,0.6181624869880384,62.8,78.7,6.8,0.181,174.4,6,1,False,3943.84
2016-06-15,1392808.75,1198503.75,0.6106300752431766,60.3,86.9,9.4,0.397,114.0,6,2,False,3636.09
2016-06-16,1400860.75,1230463.0,0.6199405836470031,63.3,70.3,7.9,0.0,223.6,6,3,False,4006.89
2016-06-17,1394368.5,1128354.5,0.6124336104496928,60.6,87.1,13.2,0.891,92.6,6,4,False,3672.36
2016-06-18,1177430.75,858172.75,0.3615890073098244,62.5,75.6,9.2,0.084,232.2,6,5,True,3906.25
2016-06-19,1070321.0,836949.25,0.2377382587372014,62.7,73.3,10.7,0.0,256.7,6,6,True,3931.29
